theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,ANGLE-ACC-ARM
0.092499,0.630925,0.05604,0.501925,0.239344,0.779007,0.658851,0.944794,0.233356,0.295103,0.50069,0.430238,0.617881,0.120842,0.7064,0.133398,0.025727,0.033374,0.819742,0.527778,0.880286,0.012979,0.208083,0.516568,0.776547,0.311637,0.463963,0.552083,0.939189,0.224388,0.366632,0.48141,0.581744
0.49685,0.703226,0.016094,0.26211,0.266367,0.827784,0.059216,0.10148,0.382191,0.699954,0.997555,0.506992,0.525431,0.571245,0.868283,0.267491,0.666592,0.667569,0.385687,0.543373,0.962276,0.975476,0.390376,0.582222,0.76306,0.656359,0.691273,0.553629,0.929072,0.226632,0.076615,0.425959,0.543504
0.329929,0.040622,0.492998,0.058549,0.37913,0.50952,0.605861,0.54977,0.622426,0.61633,0.906732,0.547454,0.509504,0.925919,0.11221,0.907506,0.147018,0.30388,0.648489,0.521637,0.683981,0.832357,0.510492,0.216241,0.224359,0.227198,0.421124,0.835317,0.093263,0.28192,0.120424,0.674893,0.228548
0.912873,0.90502,0.996384,0.867685,0.125956,0.598422,0.061668,0.292959,0.36031,0.095696,0.980732,0.85984,0.347967,0.395919,0.023807,0.466578,0.647168,0.243153,0.144816,0.973855,0.131198,0.526402,0.433252,0.791963,0.464102,0.355188,0.3467,0.442607,0.043202,0.055475,0.983451,0.849908,0.338496
0.106027,0.944038,0.659256,0.838606,0.582592,0.13338,0.935809,0.770762,0.29111,0.547456,0.663825,0.354906,0.630574,0.425848,0.716338,0.127065,0.588124,0.030699,0.866154,0.230246,0.916317,0.5731,0.119914,0.509787,0.852038,0.024657,0.613907,0.741345,0.778839,0.704532,0.598895,0.946144,0.748065
0.87492,0.211797,0.942361,0.078153,0.730143,0.333009,0.451557,0.718016,0.388226,0.076672,0.325449,0.124262,0.512166,0.65824,0.072565,0.754304,0.344866,0.119217,0.401268,0.294579,0.006067,0.521046,0.442808,0.292398,0.673573,0.731067,0.190836,0.798115,0.874831,0.755435,0.965953,0.76941,0.298658
0.527864,0.826779,0.220007,0.781892,0.783964,0.654967,0.951375,0.334274,0.267973,0.856953,0.962965,0.355399,0.906541,0.876364,0.763857,0.581227,0.50841,0.451702,0.772128,0.615366,0.786997,0.163588,0.940703,0.677751,0.678587,0.991871,0.138555,0.443476,0.654665,0.082138,0.028017,0.668408,0.411836
0.296296,0.918156,0.734931,0.467076,0.767825,0.484697,0.626366,0.094838,0.827191,0.636813,0.079964,0.602595,0.187442,0.879724,0.199314,0.520788,0.728942,0.455096,0.813832,0.235807,0.350453,0.409201,0.075065,0.154295,0.518261,0.557662,0.024924,0.342169,0.045627,0.810208,0.363743,0.935271,0.465053
0.17083,0.782046,0.516666,0.786769,0.710283,0.642791,0.396728,0.4115,0.316018,0.991961,0.440792,0.065175,0.531223,0.894769,0.909029,0.931046,0.779965,0.889894,0.526127,0.882831,0.485715,0.68458,0.371495,0.417883,0.849389,0.503545,0.568419,0.505051,0.51048,0.202788,0.400907,0.518606,0.198576
0.016436,0.583542,0.811744,0.223698,0.936468,0.068191,0.841166,0.448355,0.313845,0.496724,0.238525,0.665325,0.394279,0.653677,0.421945,0.416387,0.112975,0.216234,0.75663,0.262718,0.59821,0.333875,0.335734,0.734944,0.52633,0.166371,0.194651,0.901108,0.806971,0.442769,0.999792,0.480152,0.445032
0.336294,0.970207,0.409499,0.961726,0.040267,0.837478,0.908482,0.592288,0.736008,0.771953,0.752367,0.983636,0.809201,0.131332,0.901763,0.830166,0.334924,0.047473,0.749658,0.134144,0.924641,0.465334,0.288806,0.462421,0.086106,0.7562,0.553845,0.651842,0.546572,0.686837,0.269437,0.008945,0.725154
0.504413,0.794822,0.214783,0.995362,0.141723,0.522644,0.076328,0.637826,0.559831,0.028734,0.857245,0.092095,0.933372,0.744546,0.706457,0.092041,0.957979,0.373727,0.415575,0.653937,0.972063,0.461072,0.668649,0.85416,0.374654,0.097588,0.255884,0.666366,0.642382,0.686691,0.813635,0.898648,0.469422
0.641132,0.99912,0.272934,0.152197,0.702391,0.043038,0.295808,0.632748,0.28242,0.558601,0.925832,0.457168,0.199327,0.606351,0.511446,0.307342,0.425454,0.375622,0.253864,0.951468,0.916018,0.558969,0.673961,0.092242,0.01332,0.50594,0.813116,0.620027,0.84183,0.196811,0.966578,0.286133,0.594409
0.28987,0.94384,0.339782,0.453292,0.185968,0.936021,0.301732,0.172736,0.163892,0.297294,0.320513,0.187551,0.127364,0.321064,0.722162,0.988703,0.797957,0.228324,0.935617,0.183127,0.069502,0.641231,0.959072,0.225634,0.010501,0.133285,0.158134,0.385038,0.525747,0.747222,0.959693,0.576648,0.455601
0.702302,0.799041,0.106016,0.280078,0.150168,0.417555,0.712947,0.947798,0.693559,0.634291,0.701262,0.343548,0.751246,0.242422,0.811567,0.269203,0.448146,0.725002,0.5366,0.82466,0.9366,0.448512,0.625263,0.082408,0.805677,0.866901,0.950366,0.533737,0.622861,0.647187,0.988,0.302654,0.386273
0.123175,0.058087,0.980207,0.044061,0.972833,0.094766,0.267184,0.64716,0.333487,0.46975,0.000803,0.578108,0.661439,0.08692,0.948277,0.411838,0.64623,0.49023,0.227188,0.803292,0.852436,0.967197,0.288133,0.152965,0.167648,0.15302,0.812457,0.543528,0.172445,0.852145,0.066475,0.002911,0.479622
0.012756,0.760686,0.572593,0.568588,0.197258,0.633375,0.226715,0.629348,0.182643,0.322274,0.037396,0.403574,0.529926,0.108996,0.741897,0.601915,0.197572,0.859777,0.42796,0.712274,0.310317,0.871041,0.528458,0.00587,0.940932,0.971247,0.540419,0.08773,0.824574,0.227159,0.929949,0.682101,0.525342
0.169128,0.190334,0.275927,0.443772,0.243554,0.527563,0.719978,0.090495,0.899148,0.510876,0.030799,0.552145,0.344683,0.222349,0.657335,0.693969,0.315906,0.442801,0.196491,0.107352,0.683087,0.805792,0.140887,0.798311,0.09891,0.926334,0.75413,0.595578,0.946811,0.296384,0.172456,0.137204,0.402536
0.670974,0.417268,0.713141,0.302373,0.707137,0.790946,0.215703,0.601344,0.8323,0.469843,0.574889,0.090338,0.402902,0.54604,0.505152,0.54213,0.41261,0.542528,0.092936,0.414002,0.887225,0.638382,0.081049,0.673747,0.409393,0.921368,0.295703,0.664176,0.826759,0.959815,0.330924,0.369203,0.418715
0.279918,0.731696,0.426269,0.755939,0.755903,0.166773,0.895982,0.550713,0.459023,0.462134,0.031513,0.548051,0.547181,0.057866,0.940357,0.34094,0.103519,0.313511,0.485721,0.069875,0.892812,0.532516,0.18228,0.087103,0.674214,0.51472,0.373825,0.169755,0.380115,0.552206,0.946262,0.852552,0.380391
0.716748,0.52681,0.484414,0.814591,0.123948,0.861132,0.251462,0.473299,0.266533,0.653146,0.514585,0.892076,0.094928,0.245218,0.773812,0.871575,0.273641,0.179941,0.869112,0.925582,0.908908,0.043828,0.577201,0.759862,0.15765,0.11809,0.805106,0.036094,0.019224,0.132399,0.605527,0.392256,0.580248
0.364183,0.582149,0.405408,0.212996,0.144,0.788202,0.126219,0.96183,0.356508,0.218829,0.912181,0.09893,0.799211,0.264819,0.008954,0.882021,0.828832,0.085611,0.662824,0.358815,0.478819,0.788964,0.371832,0.078003,0.792367,0.185083,0.644708,0.221388,0.143784,0.233534,0.051205,0.378792,0.63011
0.825041,0.110572,0.948756,0.548054,0.226186,0.693817,0.566021,0.098856,0.31922,0.797391,0.185801,0.827982,0.947299,0.776878,0.762204,0.821923,0.78537,0.712468,0.91252,0.164767,0.543797,0.849708,0.070272,0.652361,0.119406,0.39068,0.805794,0.612182,0.008581,0.276144,0.060779,0.273458,0.451265
0.318573,0.230116,0.789976,0.435898,0.973391,0.459086,0.389195,0.836822,0.795427,0.010448,0.602012,0.802802,0.791086,0.726757,0.912561,0.278522,0.063505,0.89339,0.273445,0.901172,0.717954,0.80912,0.06003,0.61146,0.969095,0.276666,0.747954,0.851044,0.412318,0.690271,0.971899,0.707753,0.353445
0.038201,0.293763,0.314493,0.495122,0.954987,0.227376,0.941559,0.393003,0.649222,0.776877,0.492415,0.402166,0.851688,0.107858,0.619834,0.560286,0.55919,0.789492,0.293776,0.454592,0.999302,0.248882,0.167911,0.743296,0.83453,0.779435,0.036489,0.637822,0.920534,0.749786,0.049328,0.834721,0.498198
0.222778,0.63086,0.95522,0.160367,0.949632,0.254141,0.562172,0.422981,0.13784,0.643422,0.120081,0.637733,0.696138,0.183908,0.994472,0.632617,0.203317,0.399322,0.537716,0.570042,0.116759,0.847712,0.533839,0.391661,0.309332,0.296867,0.244226,0.792446,0.59419,0.866651,0.82513,0.091847,0.619111
0.648486,0.566821,0.845658,0.10003,0.273064,0.35509,0.377209,0.424222,0.97924,0.039288,0.178312,0.998965,0.424548,0.294189,0.325994,0.137637,0.264133,0.41394,0.190767,0.932094,0.342028,0.819705,0.912016,0.808868,0.454084,0.997144,0.749613,0.72463,0.850255,0.77847,0.040748,0.62543,0.667392
0.513879,0.845735,0.759083,0.307867,0.011393,0.673458,0.565118,0.934282,0.678826,0.119996,0.283855,0.28477,0.950911,0.470891,0.279081,0.85563,0.295535,0.120343,0.327526,0.444606,0.199789,0.292824,0.535611,0.161786,0.351696,0.267616,0.668947,0.456956,0.210648,0.824362,0.195388,0.536095,0.724831
0.468612,0.250348,0.763648,0.025309,0.945349,0.285792,0.257473,0.476502,0.059789,0.383056,0.333414,0.941736,0.655214,0.492885,0.698474,0.957805,0.507542,0.85757,0.339188,0.368798,0.246725,0.121451,0.892767,0.464802,0.092096,0.415518,0.234349,0.862002,0.571918,0.607902,0.857812,0.351515,0.773605
0.175379,0.211009,0.70445,0.275703,0.641523,0.319261,0.504451,0.515917,0.054255,0.424607,0.495631,0.433606,0.224163,0.952389,0.723827,0.96539,0.983122,0.905501,0.802642,0.243694,0.904122,0.61947,0.296143,0.708881,0.664872,0.504659,0.280919,0.278822,0.412066,0.45011,0.349773,0.145085,0.167007
0.665337,0.701319,0.960419,0.529592,0.050445,0.842749,0.452465,0.987909,0.373616,0.641141,0.793343,0.437746,0.80333,0.479995,0.188221,0.120564,0.331726,0.299045,0.388733,0.711853,0.233468,0.325212,0.772503,0.338566,0.289041,0.287174,0.339981,0.565947,0.956251,0.935305,0.462895,0.296263,0.314695
0.748645,0.47786,0.920275,0.95344,0.835536,0.18538,0.459521,0.554085,0.090279,0.608732,0.252855,0.436387,0.957979,0.256281,0.607092,0.460584,0.913847,0.74127,0.931079,0.952862,0.363129,0.459974,0.236952,0.443716,0.838672,0.397679,0.437319,0.929409,0.454156,0.729562,0.209522,0.066867,0.519794
0.480847,0.822985,0.464211,0.339695,0.726225,0.506308,0.663923,0.180012,0.369573,0.717997,0.161986,0.702926,0.301619,0.556214,0.398251,0.28124,0.73934,0.182504,0.940784,0.988857,0.239053,0.179885,0.791697,0.745894,0.498545,0.200911,0.644928,0.919645,0.352541,0.19445,0.291306,0.545455,0.564517
0.706346,0.744737,0.566082,0.158201,0.564295,0.711171,0.105289,0.275159,0.416264,0.124328,0.064784,0.552581,0.6648,0.568119,0.359958,0.831561,0.775254,0.721482,0.402483,0.708033,0.045816,0.548854,0.702299,0.086148,0.634882,0.497849,0.849114,0.424,0.334824,0.471566,0.897968,0.216756,0.180358
0.741154,0.610526,0.256933,0.271522,0.389607,0.540122,0.695268,0.878332,0.968694,0.861529,0.860179,0.396713,0.217154,0.175373,0.642134,0.265364,0.91584,0.235116,0.074213,0.86864,0.01665,0.382834,0.006692,0.665383,0.894874,0.919961,0.652803,0.240759,0.70668,0.136875,0.808923,0.710331,0.626846
0.148001,0.203468,0.983634,0.627603,0.665866,0.324672,0.395152,0.938878,0.880965,0.03198,0.399493,0.17225,0.98205,0.739675,0.886222,0.704331,0.475769,0.923212,0.429159,0.853884,0.042673,0.725971,0.868914,0.793867,0.449674,0.878521,0.226724,0.749475,0.400311,0.916325,0.531346,0.703432,0.339096
0.148461,0.928161,0.859743,0.791437,0.135375,0.858889,0.579384,0.645569,0.604344,0.829682,0.745049,0.038207,0.305259,0.719518,0.317176,0.963895,0.858739,0.667217,0.485087,0.417214,0.863235,0.460301,0.728525,0.617459,0.756933,0.676267,0.241706,0.452888,0.838745,0.369437,0.739739,0.991108,0.559456
0.164161,0.73385,0.625213,0.77902,0.516714,0.230834,0.027866,0.308151,0.523151,0.815059,0.053319,0.930341,0.147525,0.113392,0.576414,0.9606,0.477595,0.603071,0.503282,0.097953,0.748045,0.524755,0.768488,0.8885,0.30259,0.981565,0.93819,0.971384,0.899219,0.578664,0.555518,0.948392,0.079007
0.025877,0.22574,0.241763,0.360238,0.848161,0.310516,0.59484,0.356954,0.19041,0.805511,0.610576,0.680511,0.605398,0.355424,0.846589,0.734154,0.684795,0.568986,0.715506,0.388642,0.725377,0.55304,0.052208,0.21621,0.692248,0.5784,0.548499,0.836897,0.650589,0.590023,0.415848,0.62616,0.555722
0.834669,0.901065,0.53332,0.63619,0.943119,0.827967,0.119637,0.375267,0.776339,0.330141,0.232287,0.869326,0.758103,0.472338,0.57616,0.708144,0.551955,0.206811,0.412712,0.552331,0.493105,0.879656,0.303178,0.865676,0.852305,0.511221,0.571709,0.781533,0.177408,0.252663,0.485166,0.601428,0.561615
0.255481,0.122798,0.388879,0.470797,0.276884,0.535546,0.82357,0.781682,0.686808,0.219985,0.335663,0.738504,0.222271,0.16977,0.525297,0.045651,0.286354,0.832783,0.785997,0.620624,0.138771,0.807159,0.110833,0.972003,0.161263,0.837764,0.293567,0.764701,0.307832,0.902949,0.762314,0.378873,0.70264
0.888442,0.4034,0.684329,0.153313,0.447218,0.541976,0.825087,0.270218,0.428972,0.610994,0.250683,0.946257,0.624532,0.888131,0.41971,0.863013,0.371094,0.864747,0.948953,0.235932,0.45006,0.446248,0.581954,0.601318,0.583347,0.395441,0.825544,0.41636,0.930468,0.677455,0.61659,0.32317,0.136542
0.129344,0.720416,0.868589,0.438021,0.632597,0.346223,0.429932,0.349871,0.22454,0.189081,0.080789,0.469971,0.363525,0.837988,0.195065,0.133405,0.131937,0.869727,0.628276,0.951472,0.998934,0.070191,0.556678,0.031716,0.149441,0.159529,0.203556,0.512834,0.307858,0.333377,0.787578,0.983732,0.749532
0.692224,0.469734,0.379315,0.76467,0.438238,0.652338,0.781752,0.097621,0.578497,0.611151,0.898368,0.023001,0.770526,0.219737,0.789799,0.500719,0.435697,0.505665,0.619791,0.410021,0.998843,0.538946,0.215167,0.516544,0.371391,0.25803,0.554492,0.528003,0.24302,0.802218,0.10206,0.048998,0.469717
0.668332,0.019061,0.178522,0.670687,0.501543,0.324507,0.618303,0.621436,0.28953,0.002714,0.657769,0.606508,0.94063,0.712872,0.690533,0.51384,0.95321,0.241903,0.121675,0.21955,0.159561,0.211162,0.342202,0.377154,0.592391,0.383656,0.775871,0.863088,0.830806,0.952328,0.518424,0.522927,0.554107
0.012103,0.776089,0.420007,0.541479,0.767207,0.103019,0.907362,0.769937,0.434631,0.682812,0.974613,0.048211,0.433308,0.500256,0.505549,0.21904,0.377342,0.866699,0.738915,0.660054,0.756812,0.858906,0.616119,0.495683,0.894429,0.432195,0.504699,0.96088,0.365904,0.73794,0.986596,0.714664,0.601957
0.819792,0.927219,0.025283,0.669955,0.203134,0.370392,0.437388,0.638744,0.984024,0.413266,0.93612,0.305855,0.28558,0.034535,0.059827,0.704442,0.332111,0.765775,0.722474,0.454574,0.702038,0.312164,0.52237,0.752639,0.802084,0.490553,0.234993,0.677012,0.56368,0.178796,0.256934,0.881531,0.44986
0.670579,0.785577,0.853006,0.576667,0.931414,0.144335,0.959739,0.875537,0.025472,0.867501,0.202463,0.770013,0.745921,0.750487,0.48157,0.291052,0.656817,0.400418,0.958245,0.328167,0.448826,0.723084,0.355659,0.425555,0.74124,0.945029,0.92696,0.294331,0.054728,0.744753,0.468822,0.910708,0.382816
0.220061,0.984693,0.826527,0.636782,0.89024,0.331084,0.105222,0.14383,0.681403,0.419927,0.857674,0.31053,0.866121,0.645251,0.896177,0.970472,0.39464,0.564178,0.921458,0.314925,0.923845,0.097103,0.776996,0.812169,0.923668,0.832888,0.338231,0.166271,0.833523,0.609681,0.74614,0.562343,0.574887
0.172529,0.335579,0.009765,0.910234,0.971914,0.640255,0.807829,0.28354,0.166005,0.80952,0.982127,0.292177,0.431814,0.398733,0.278349,0.558409,0.019729,0.235437,0.473204,0.791798,0.702451,0.251409,0.633829,0.967255,0.400181,0.094337,0.61665,0.833029,0.643771,0.016297,0.647832,0.381643,0.51211
0.305712,0.13517,0.295398,0.633737,0.721664,0.876294,0.955083,0.634406,0.129821,0.923422,0.803408,0.551931,0.740116,0.205564,0.736084,0.909463,0.0455,0.315542,0.622564,0.990493,0.740971,0.625205,0.671849,0.602666,0.234632,0.876524,0.661535,0.929044,0.319127,0.704347,0.509126,0.273767,0.319625
0.143285,0.963532,0.236839,0.619284,0.908141,0.106507,0.497563,0.772568,0.623284,0.0298,0.762663,0.979244,0.99129,0.027314,0.771844,0.80107,0.324479,0.512126,0.18742,0.710222,0.831014,0.93618,0.101915,0.172945,0.827954,0.269123,0.97842,0.853921,0.771166,0.764022,0.255467,0.233276,0.586606
0.408231,0.688277,0.812308,0.697103,0.300428,0.129129,0.509726,0.165971,0.549138,0.382185,0.705864,0.658766,0.173428,0.388651,0.945395,0.983538,0.990828,0.408934,0.053441,0.913725,0.659861,0.456135,0.717615,0.360453,0.013114,0.041337,0.928179,0.767213,0.518672,0.861815,0.551872,0.669821,0.269984
0.255555,0.365001,0.408928,0.369469,0.932755,0.687707,0.930852,0.467728,0.700352,0.74918,0.118572,0.270694,0.391791,0.835097,0.637846,0.209061,0.652587,0.30721,0.603542,0.435609,0.004495,0.093442,0.24195,0.399642,0.389537,0.215736,0.794685,0.972345,0.055889,0.240745,0.227484,0.949937,0.34469
0.066057,0.348071,0.927735,0.311358,0.650205,0.184765,0.127671,0.362919,0.37004,0.561965,0.436394,0.159471,0.230929,0.651039,0.11852,0.936034,0.617264,0.722508,0.634379,0.479964,0.375628,0.521962,0.827782,0.88352,0.636124,0.355713,0.182681,0.789272,0.252445,0.182292,0.989395,0.74182,0.172135
0.661043,0.560829,0.139671,0.822158,0.256083,0.030505,0.753286,0.780634,0.097458,0.221846,0.600569,0.552252,0.14139,0.009928,0.749199,0.297996,0.35444,0.998073,0.464375,0.474774,0.155439,0.927404,0.630605,0.811934,0.968294,0.818599,0.208795,0.517461,0.066503,0.607543,0.82051,0.444126,0.64859
0.579478,0.06169,0.523865,0.747352,0.494087,0.05619,0.224985,0.572011,0.180478,0.951701,0.970954,0.572257,0.343571,0.539729,0.516345,0.62622,0.691081,0.206009,0.928697,0.940282,0.948982,0.559693,0.843733,0.828516,0.553941,0.197748,0.49095,0.958492,0.244063,0.319246,0.347174,0.482375,0.332427
0.63238,0.949288,0.877795,0.130149,0.283262,0.698743,0.326795,0.303487,0.182115,0.444785,0.54063,0.486168,0.557439,0.436901,0.366125,0.470338,0.839528,0.832966,0.864048,0.854277,0.644744,0.400155,0.072079,0.992484,0.244289,0.184474,0.418472,0.264344,0.072842,0.128939,0.46134,0.174916,0.50404
0.756878,0.805877,0.973676,0.292056,0.374402,0.06522,0.932218,0.421827,0.773059,0.22182,0.180813,0.022159,0.606509,0.024464,0.901034,0.582268,0.010253,0.987412,0.308212,0.98053,0.308058,0.899193,0.592586,0.193405,0.569246,0.412997,0.863658,0.771517,0.853112,0.794172,0.892508,0.438375,0.424252
0.687718,0.755052,0.908666,0.884547,0.421815,0.707029,0.516849,0.850003,0.180417,0.919989,0.133296,0.656271,0.248566,0.031104,0.440549,0.016718,0.02856,0.63666,0.972402,0.162319,0.405132,0.383869,0.409589,0.301724,0.355643,0.601377,0.685322,0.573734,0.833049,0.648212,0.221134,0.225203,0.902542
0.5483,0.20173,0.790105,0.60484,0.25119,0.828575,0.348345,0.424439,0.640914,0.202724,0.307714,0.139918,0.625155,0.356246,0.655194,0.719108,0.825161,0.395476,0.9101,0.503034,0.070088,0.487851,0.648595,0.994801,0.170189,0.839891,0.030856,0.004381,0.022809,0.368596,0.610389,0.113049,0.428014
0.962392,0.945056,0.76069,0.322347,0.283247,0.454104,0.69176,0.926833,0.576211,0.19792,0.59879,0.671239,0.787126,0.179131,0.756068,0.714937,0.7138,0.982676,0.72754,0.552375,0.221589,0.680009,0.557923,0.937285,0.8923,0.670217,0.578678,0.867111,0.445504,0.336819,0.62555,0.916423,0.368955
0.373905,0.943471,0.123295,0.645935,0.656706,0.429236,0.949034,0.98639,0.860752,0.447049,0.581924,0.293779,0.344759,0.493921,0.102428,0.534161,0.488509,0.013231,0.33533,0.552357,0.935215,0.186083,0.936978,0.094016,0.80801,0.0777,0.02779,0.491649,0.272798,0.184955,0.750533,0.393288,0.488377
0.311084,0.381999,0.05189,0.765448,0.513531,0.757369,0.169644,0.655255,0.286133,0.936103,0.880289,0.260687,0.217481,0.665786,0.822105,0.331621,0.479526,0.058931,0.316017,0.102281,0.469172,0.660031,0.857363,0.77076,0.246845,0.138605,0.573444,0.936227,0.035782,0.376058,0.994181,0.187934,0.608253
0.268209,0.981526,0.618134,0.830389,0.546669,0.544294,0.765096,0.219712,0.153383,0.755917,0.312776,0.188177,0.642063,0.498017,0.894097,0.019818,0.122592,0.829803,0.718782,0.426164,0.280601,0.461189,0.630964,0.84993,0.319506,0.279782,0.116338,0.178974,0.327128,0.152508,0.518641,0.186653,0.870173
0.420899,0.542949,0.689411,0.561821,0.517776,0.084307,0.556445,0.191483,0.03849,0.568046,0.625194,0.296975,0.055089,0.792,0.749446,0.433766,0.183184,0.074417,0.540122,0.993778,0.947889,0.184236,0.901741,0.204388,0.082173,0.656413,0.596593,0.844971,0.352641,0.874017,0.590665,0.624791,0.600178
0.73798,0.275179,0.039036,0.765522,0.756325,0.247885,0.472006,0.333531,0.797677,0.808388,0.953788,0.152475,0.655944,0.746705,0.966517,0.899106,0.974003,0.660722,0.328667,0.606945,0.266415,0.031789,0.27797,0.448999,0.592292,0.717334,0.407572,0.155889,0.337879,0.815948,0.823281,0.018065,0.275725
0.503724,0.201961,0.655406,0.145155,0.38578,0.248696,0.095339,0.081944,0.271036,0.303441,0.61321,0.940897,0.548683,0.311136,0.975233,0.365908,0.724772,0.375459,0.523486,0.521734,0.30877,0.866409,0.709124,0.73574,0.899488,0.468056,0.165624,0.223706,0.102895,0.135246,0.452739,0.630197,0.60245
0.382717,0.995807,0.588533,0.420421,0.947148,0.527643,0.056913,0.401049,0.779157,0.675409,0.584121,0.196385,0.58809,0.507352,0.693206,0.432384,0.961413,0.09401,0.809384,0.510482,0.229187,0.37583,0.31521,0.979611,0.978983,0.454676,0.310301,0.906087,0.483323,0.85856,0.862566,0.230427,0.431653
0.163408,0.072114,0.686962,0.398936,0.995019,0.870186,0.352948,0.775646,0.322281,0.220794,0.931467,0.133278,0.030113,0.080985,0.262775,0.872036,0.029557,0.391094,0.254351,0.123515,0.306697,0.035396,0.886134,0.051721,0.254433,0.6474,0.130654,0.699669,0.339209,0.163082,0.192758,0.343213,0.692326
0.928226,0.872743,0.595672,0.376644,0.486532,0.110127,0.313835,0.541969,0.611223,0.399486,0.404934,0.595697,0.26108,0.330821,0.597563,0.344697,0.233503,0.678661,0.785958,0.967526,0.784222,0.520539,0.923185,0.414746,0.141326,0.776357,0.317494,0.762449,0.446919,0.120424,0.38838,0.997369,0.65327
0.369916,0.914346,0.711485,0.485009,0.052726,0.170647,0.961668,0.288316,0.37904,0.755528,0.776766,0.930622,0.879691,0.675053,0.466741,0.131195,0.999651,0.67695,0.042339,0.392886,0.054586,0.955828,0.245801,0.089804,0.04883,0.282119,0.392925,0.069549,0.280054,0.125208,0.77703,0.703426,0.274058
0.318313,0.855461,0.19166,0.439715,0.098354,0.8272,0.240066,0.978481,0.032262,0.943655,0.771173,0.962047,0.985708,0.210158,0.897931,0.454154,0.838635,0.824117,0.164364,0.370893,0.444544,0.751563,0.910076,0.214405,0.368546,0.446725,0.680621,0.592294,0.75259,0.617763,0.556968,0.300565,0.426926
0.468499,0.353191,0.951536,0.250456,0.48404,0.245285,0.799153,0.485181,0.821826,0.499941,0.297883,0.970138,0.971344,0.845487,0.142176,0.429765,0.943132,0.877677,0.237221,0.347727,0.15361,0.181367,0.692995,0.814902,0.842325,0.791958,0.483324,0.836762,0.384072,0.035697,0.648184,0.299597,0.566919
0.722483,0.894177,0.789773,0.020893,0.747916,0.967129,0.870489,0.171501,0.428297,0.268348,0.95454,0.798525,0.913284,0.182454,0.563937,0.323881,0.387421,0.245396,0.836833,0.646132,0.806859,0.97534,0.120779,0.043425,0.865368,0.04295,0.044134,0.082517,0.213402,0.1092,0.780665,0.788439,0.559417
0.572285,0.204854,0.273335,0.882265,0.073173,0.725848,0.664578,0.188385,0.002237,0.518404,0.512761,0.247083,0.600217,0.290054,0.858623,0.943998,0.46472,0.233654,0.504719,0.239503,0.470854,0.925897,0.311164,0.019359,0.567121,0.686499,0.198159,0.836679,0.993771,0.426944,0.07343,0.89358,0.692558
0.786754,0.796188,0.168271,0.413246,0.41055,0.434161,0.673798,0.116457,0.939256,0.303893,0.207223,0.739773,0.549759,0.376387,0.94317,0.595265,0.433097,0.818505,0.84651,0.210026,0.11261,0.115723,0.651454,0.022315,0.220858,0.397249,0.205191,0.989362,0.04445,0.029873,0.78338,0.422471,0.430508
0.844639,0.415676,0.960896,0.546594,0.704677,0.443581,0.925756,0.836819,0.749005,0.122932,0.618062,0.466142,0.014012,0.51761,0.985049,0.289616,0.515173,0.099109,0.489722,0.281423,0.924425,0.831082,0.086011,0.018773,0.724382,0.634151,0.476461,0.543407,0.137927,0.814883,0.929381,0.149333,0.582985
0.729743,0.874697,0.446586,0.16462,0.402657,0.821071,0.27708,0.93912,0.929535,0.003628,0.010116,0.050883,0.342793,0.450744,0.87801,0.706909,0.789363,0.819497,0.519876,0.865491,0.092357,0.740461,0.358586,0.584994,0.341453,0.119388,0.609337,0.971582,0.224923,0.693296,0.792803,0.78047,0.283987
0.167556,0.770518,0.798475,0.24366,0.308831,0.329168,0.933022,0.945629,0.257719,0.593117,0.879447,0.113009,0.410187,0.969889,0.647787,0.258687,0.710104,0.882662,0.998549,0.423862,0.598727,0.022432,0.03644,0.36215,0.519238,0.968702,0.771627,0.563813,0.086163,0.971627,0.816148,0.131749,0.584719
0.206564,0.205737,0.124249,0.675149,0.463624,0.200723,0.201363,0.630624,0.608081,0.619654,0.766332,0.621193,0.734383,0.866067,0.813058,0.32146,0.697251,0.895001,0.360711,0.948236,0.60578,0.547304,0.657165,0.953623,0.373716,0.31791,0.873826,0.592437,0.156009,0.661737,0.485042,0.508144,0.668622
0.070833,0.595062,0.405348,0.21115,0.123272,0.506375,0.781625,0.960535,0.610133,0.084515,0.11838,0.045311,0.696279,0.54756,0.038588,0.839029,0.287466,0.515225,0.270605,0.197288,0.041685,0.134786,0.964185,0.115914,0.704225,0.874068,0.399364,0.243902,0.51796,0.89996,0.538785,0.717389,0.619354
0.357966,0.128077,0.101996,0.740166,0.767769,0.540873,0.300582,0.849104,0.079614,0.440696,0.821294,0.06888,0.781546,0.412182,0.17075,0.553745,0.633875,0.865372,0.451717,0.816156,0.036826,0.464643,0.68185,0.610415,0.411252,0.166593,0.922916,0.348018,0.334851,0.929403,0.28009,0.060717,0.538444
0.863554,0.234045,0.802875,0.192083,0.80554,0.17773,0.953072,0.849691,0.937846,0.624094,0.37243,0.47423,0.943566,0.053238,0.205047,0.864043,0.687078,0.931014,0.547004,0.615312,0.888823,0.492478,0.406809,0.612635,0.712121,0.578734,0.157272,0.891989,0.561225,0.921481,0.179105,0.887474,0.418608
